vote_id,submitted_at,created_at,user_id,job_id,language,sentence_id,category_code,bucket,sub_bucket,sentence_text,model_a_id,model_a_name,model_a_org,model_b_id,model_b_name,model_b_org,outcome,winner_id,rater_select,result_raw,time_taken_sec,audio_duration_total_sec,comment_on_a,comment_on_b,defect_tags_on_a,defect_tags_on_b
79903,2026-05-02 14:41:39.734976+00,2026-04-30 21:17:16.210575+00,1310143,452,en-US,us_cs_06,cs,Customer support & contact center,E-commerce — delivery ETA stall,"Hmm, uh, let me just check that for you… okay, so it looks like the driver is currently turning onto 4th Street near the Trader Joe's, and should, umm, be at your door in about 12 minutes.",33,OpenAI gpt-4o-mini-tts,OpenAI,36,Cartesia Sonic-3,Cartesia,tie,,"A,B","[""33"", ""36""]",459.54,21.434,,I think this one sounds better.,,
164631,2026-05-03 13:40:22.532073+00,2026-05-02 18:29:31.392055+00,934597,452,en-US,us_gc_15,gc,Gen-conv & AI assistants,Gen-conv — character take,"Honestly, I think Walter White from Breaking Bad gets way too much sympathy, you know?",33,OpenAI gpt-4o-mini-tts,OpenAI,40,xAI Grok TTS,xAI,tie,,"A,B","[""33"", ""40""]",20.62,11.17,,,,
85783,2026-05-02 13:22:38.816465+00,2026-04-30 21:17:29.691718+00,1313071,452,en-US,us_me_14,me,Media & entertainment,News — equity quote,Microsoft shares fell 1.4 percent to $412 on Tuesday.,33,OpenAI gpt-4o-mini-tts,OpenAI,44,Fish Audio S2 Pro,Fish Audio,tie,,"A,B","[""44"", ""33""]",26.23,14.157,,,,
83000,2026-05-02 15:27:39.027819+00,2026-04-30 21:17:23.348707+00,1313006,452,en-US,us_gc_04,gc,Gen-conv & AI assistants,AI assistant — scheduling confirmation,I've scheduled the meeting with Saoirse regarding Project Atlas for 11:30 a.m. tomorrow.,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,tie,,"A,B","[""35"", ""34""]",21.01,10.59,,,,
81960,2026-05-02 15:27:41.82225+00,2026-04-30 21:17:20.955245+00,1313065,452,en-US,us_cs_29,cs,Customer support & contact center,Utility outage PA,Customers in Grid Zone 7-East will experience a power interruption from 11 a.m. to 3 p.m. due to scheduled transformer maintenance.,32,ElevenLabs Eleven v3,ElevenLabs,36,Cartesia Sonic-3,Cartesia,a_wins,32,A,"[""32""]",110.51,16.909,,,,
81423,2026-05-02 14:16:59.03476+00,2026-04-30 21:17:19.715566+00,1313031,452,en-US,us_cs_23,cs,Customer support & contact center,Clarifying disambiguation,"Hmm, uh, just to make sure I understood you correctly, were you asking about the show ""The Bear""?",36,Cartesia Sonic-3,Cartesia,44,Fish Audio S2 Pro,Fish Audio,tie,,"A,B","[""36"", ""44""]",55.63,10.826,,Voice B is good,,
162275,2026-05-03 11:26:12.699655+00,2026-05-02 18:29:25.734774+00,1310769,452,en-US,us_cs_14,cs,Customer support & contact center,Ringback / IVR opt-in,"Okay, uh, so to activate the ringback service with the song ""Cruel Summer,"" you can, umm, please reply with 'Y' or, uh, text the code to 22377.",35,Microsoft Azure Dragon HD Omni,Microsoft Azure,44,Fish Audio S2 Pro,Fish Audio,tie,,"A,B","[""44"", ""35""]",24.86,19.167,,,,
82816,2026-05-02 15:24:20.889231+00,2026-04-30 21:17:22.928869+00,1313033,452,en-US,us_gc_02,gc,Gen-conv & AI assistants,AI assistant — smart-home control terse,"Okay, setting the Master Bedroom thermostat to 72 degrees.",40,xAI Grok TTS,xAI,44,Fish Audio S2 Pro,Fish Audio,tie,,"A,B","[""44"", ""40""]",18.78,8.371,,,,
147519,2026-05-03 11:27:04.743465+00,2026-05-02 15:14:24.436473+00,1310769,452,en-US,us_gc_02,gc,Gen-conv & AI assistants,AI assistant — smart-home control terse,"Okay, setting the Master Bedroom thermostat to 72 degrees.",33,OpenAI gpt-4o-mini-tts,OpenAI,36,Cartesia Sonic-3,Cartesia,tie,,"A,B","[""33"", ""36""]",14.76,8.09,,,,
84043,2026-05-02 00:17:12.757734+00,2026-04-30 21:17:25.750531+00,1289985,452,en-US,us_gc_16,gc,Gen-conv & AI assistants,Gen-conv — app onboarding monologue,"So, just pick your favorite genre, maybe Sci-Fi or Rom-Com, to get started. Once you select your preference, the app will suggest content from movies and series and create a personalized list based on your weekend mood. You can always update these choices later from the profile settings if your taste changes.",33,OpenAI gpt-4o-mini-tts,OpenAI,36,Cartesia Sonic-3,Cartesia,b_wins,36,A,"[""36""]",627.55,35.839,He sounds like he's breathing in periodically.  He has a foreign accent.,It could be a bit slower...but good!,noise_distortion,
81957,2026-05-02 13:21:29.584631+00,2026-04-30 21:17:20.935109+00,1313071,452,en-US,us_cs_28,cs,Customer support & contact center,Government program PA,"Attention SNAP benefit recipients of Cuyahoga County, please collect your replacement EBT cards for batch CY-2026-A9 from the County Service Center.",33,OpenAI gpt-4o-mini-tts,OpenAI,40,xAI Grok TTS,xAI,tie,,"A,B","[""40"", ""33""]",42.24,22.13,,,,
87482,2026-05-02 00:17:15.496967+00,2026-04-30 21:17:33.622195+00,1312307,452,en-US,us_ce_10,ce,Content creation & education,Content creation — Gen-Z home goods review,"What is up guys! So today, uh, we're reviewing this hand-finished walnut storage bench, and honestly the grain on this thing is straight-up unmatched. For 349 dollars, you get a deep storage compartment and a real cotton cushion, which is honestly an absolute steal. But, umm, wait for it, because the backrest is kind of a 6 out of 10 if you're planning to lounge on it for more than ten minutes. So yeah — heritage-craft masterpiece or just another particle-board situation from a Wayfair flash sale?",32,ElevenLabs Eleven v3,ElevenLabs,40,xAI Grok TTS,xAI,b_wins,40,B,"[""40""]",87.54,68.75,,,,
162571,2026-05-04 12:31:14.972403+00,2026-05-02 18:29:26.442851+00,1310769,452,en-US,us_cs_19,cs,Customer support & contact center,Telecom service overdue warning,"Listen, uh, please pay 48 dollars by Friday to avoid disconnection, okay, and, umm, please be sure to renew soon to keep your service active.",36,Cartesia Sonic-3,Cartesia,40,xAI Grok TTS,xAI,b_wins,40,A,"[""40""]",32.68,17.538,No audio,,,
161424,2026-05-02 20:53:23.680009+00,2026-05-02 18:29:23.700653+00,1289619,452,en-US,us_cs_01,cs,Customer support & contact center,Generic agent stall (banking),"Umm, uh, give me just a second here, yeah, I'm actually pulling up your latest transaction details right now.",36,Cartesia Sonic-3,Cartesia,44,Fish Audio S2 Pro,Fish Audio,a_wins,36,A,"[""36""]",37.69,11.807,,,unnatural_robotic_voice;irregular_pacing,unnatural_robotic_voice;mild_mispronunciation;irregular_pacing
82684,2026-05-02 03:50:53.037157+00,2026-04-30 21:17:22.627248+00,1289163,452,en-US,us_gc_01,gc,Gen-conv & AI assistants,AI assistant — grocery confirmation,Done. I've added Morton kosher salt and a 32-ounce bottle of Crisco vegetable oil to your Instacart cart.,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,36,Cartesia Sonic-3,Cartesia,tie,,"A,B","[""36"", ""34""]",20.55,13.013,,,,
83008,2026-05-02 15:18:03.708719+00,2026-04-30 21:17:23.365827+00,934597,452,en-US,us_gc_04,gc,Gen-conv & AI assistants,AI assistant — scheduling confirmation,I've scheduled the meeting with Saoirse regarding Project Atlas for 11:30 a.m. tomorrow.,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,40,xAI Grok TTS,xAI,b_wins,40,B,"[""40""]",44.9,10.31,,,mild_mispronunciation,
86282,2026-05-04 18:49:15.716778+00,2026-04-30 21:17:30.843706+00,934597,452,en-US,us_me_20,me,Media & entertainment,News — newspaper coverage compare-2,"NASA's successful uncrewed test of the Artemis I launch system from Kennedy Space Center was the banner headline in the New York Times, while the Washington Post chose to publish an editorial analyzing the mission's long-term cost trajectory.",36,Cartesia Sonic-3,Cartesia,44,Fish Audio S2 Pro,Fish Audio,b_wins,44,B,"[""44""]",35.53,23.922,,,irregular_pacing,
88006,2026-05-02 15:28:10.146857+00,2026-04-30 21:17:34.857316+00,934597,452,en-US,us_ce_16,ce,Content creation & education,Education — humanities geography,"In geography, the Mississippi River originates at Lake Itasca and flows for over 2,300 miles from Minnesota to Louisiana, supporting agriculture and shipping across vast regions.",36,Cartesia Sonic-3,Cartesia,40,xAI Grok TTS,xAI,b_wins,40,B,"[""40""]",44.55,20.499,,,,
79963,2026-05-02 01:53:09.218252+00,2026-04-30 21:17:16.339311+00,1310764,452,en-US,us_cs_06,cs,Customer support & contact center,E-commerce — delivery ETA stall,"Hmm, uh, let me just check that for you… okay, so it looks like the driver is currently turning onto 4th Street near the Trader Joe's, and should, umm, be at your door in about 12 minutes.",33,OpenAI gpt-4o-mini-tts,OpenAI,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,tie,,"A,B","[""35"", ""33""]",180.65,23.45,"No issues, everything matched the text.","No issues, everything matched the text.",,
87904,2026-05-03 16:38:08.782181+00,2026-04-30 21:17:34.611982+00,1289163,452,en-US,us_ce_15,ce,Content creation & education,Education — STEM biology,"In biology, the process of photosynthesis converts 6 CO2 molecules and 6 H2O molecules into glucose C6H12O6, capturing energy required for plant growth and ecosystem balance.",34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,36,Cartesia Sonic-3,Cartesia,a_wins,34,A,"[""34""]",1970.91,27.214,,"too fast, unnatural, and says one two instead of twelve",,unnatural_robotic_voice;irregular_pacing;mild_mispronunciation
84875,2026-05-02 00:17:49.827849+00,2026-04-30 21:17:27.614302+00,894051,452,en-US,us_me_04,me,Media & entertainment,Audiobook — historical aviation,"In the year 1927—well, long before transatlantic flight became routine—the determined airmail pilot Charles Lindbergh climbed into the Spirit of St. Louis at Roosevelt Field and flew nonstop to Paris, a daring crossing that covered roughly 3,600 miles and, well, quietly marked the moment civil aviation in America came of age, opening the route maps that would soon span the world.",34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,44,Fish Audio S2 Pro,Fish Audio,a_wins,34,B,"[""34""]",67.34,53.206,,St Louis 1,,severe_mispronunciation
80566,2026-05-02 04:56:18.429073+00,2026-04-30 21:17:17.739098+00,1310861,452,en-US,us_cs_13,cs,Customer support & contact center,Telecom recharge upsell,"So, umm, basically if you upgrade to the Mint Mobile 15-gig plan today, you'll get, uh, 5 gigs of bonus data that stay valid through the end of your billing cycle.",40,xAI Grok TTS,xAI,44,Fish Audio S2 Pro,Fish Audio,b_wins,44,A,"[""44""]",32.66,20.022,,,irregular_pacing,
163990,2026-05-02 21:16:15.278015+00,2026-05-02 18:29:29.864452+00,1289613,452,en-US,us_gc_05,gc,Gen-conv & AI assistants,AI assistant — navigation with traffic,"Sure, finding the route to Mass General Hospital in Beacon Hill. Please note that traffic is very heavy on Storrow Drive near the Charles Circle interchange.",33,OpenAI gpt-4o-mini-tts,OpenAI,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,tie,,"A,B","[""34"", ""33""]",139.84,19.33,"This is good too. Good pausing, good pacing, very professional and friendly","Well done. The ""sure"" at teh beginning sounds very human. Good pacing, good pause after Beacon Hill, sounds good.",,
83878,2026-05-02 13:27:07.450485+00,2026-04-30 21:17:25.364662+00,1311904,452,en-US,us_gc_14,gc,Gen-conv & AI assistants,Gen-conv — music play directive,"Hmm, the song from 'Stranger Things' that went viral was, umm.. Kate Bush's 'Running Up That Hill'.",32,ElevenLabs Eleven v3,ElevenLabs,33,OpenAI gpt-4o-mini-tts,OpenAI,tie,,"A,B","[""33"", ""32""]",23.16,14.82,,,,
87819,2026-05-03 09:19:43.524566+00,2026-04-30 21:17:34.398851+00,1310769,452,en-US,us_ce_14,ce,Content creation & education,Education — STEM math (theorem),"According to the Pythagorean Theorem, the relationship a squared plus b squared equals c squared connects the two legs and the hypotenuse of a right triangle in geometry.",35,Microsoft Azure Dragon HD Omni,Microsoft Azure,36,Cartesia Sonic-3,Cartesia,b_wins,36,A,"[""36""]",27.79,19.656,,,,
82790,2026-05-02 14:42:16.050069+00,2026-04-30 21:17:22.869666+00,1313225,452,en-US,us_gc_02,gc,Gen-conv & AI assistants,AI assistant — smart-home control terse,"Okay, setting the Master Bedroom thermostat to 72 degrees.",32,ElevenLabs Eleven v3,ElevenLabs,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,a_wins,32,B,"[""32""]",34.3,9.04,,,,
88243,2026-05-01 17:34:46.678837+00,2026-04-30 21:17:35.403582+00,931258,452,en-US,us_ce_18,ce,Content creation & education,Education — STEM analytics/CS,"In modern analytics, the algorithm Logistic Regression uses the method of supervised learning to handle tasks such as email spam classification, predicting class probability by applying mathematical models defined through the sigmoid function and improving accuracy using cross-entropy loss.",33,OpenAI gpt-4o-mini-tts,OpenAI,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,tie,,"A,B","[""33"", ""35""]",40.84,35.55,No isssues,,,
83694,2026-05-03 13:48:47.359153+00,2026-04-30 21:17:24.938936+00,934597,452,en-US,us_gc_12,gc,Gen-conv & AI assistants,Gen-conv — short film reaction,Dune Part Two is phenomenal.,32,ElevenLabs Eleven v3,ElevenLabs,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,tie,,"A,B","[""35"", ""32""]",14.13,4.07,,,,
167224,2026-05-03 23:35:05.332535+00,2026-05-02 18:29:37.662708+00,934779,452,en-US,us_ce_13,ce,Content creation & education,Education — STEM physics (constant),"According to atomic theory, Avogadro's number, with value 6.022 times 10 to the power 23 per mole, defines how many elementary particles make up one mole of any substance and forms the bridge between the atomic and macroscopic scales.",34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,36,Cartesia Sonic-3,Cartesia,tie,,bad,"[""tie/no preference""]",117.82,34.036,,,unnatural_robotic_voice,unnatural_robotic_voice
162218,2026-05-03 09:20:13.01239+00,2026-05-02 18:29:25.600616+00,1310769,452,en-US,us_cs_13,cs,Customer support & contact center,Telecom recharge upsell,"So, umm, basically if you upgrade to the Mint Mobile 15-gig plan today, you'll get, uh, 5 gigs of bonus data that stay valid through the end of your billing cycle.",40,xAI Grok TTS,xAI,44,Fish Audio S2 Pro,Fish Audio,tie,,"A,B","[""44"", ""40""]",27.69,20.022,,,,
86357,2026-05-02 01:48:03.396821+00,2026-04-30 21:17:31.037365+00,1289174,452,en-US,us_me_20,me,Media & entertainment,News — newspaper coverage compare-2,"NASA's successful uncrewed test of the Artemis I launch system from Kennedy Space Center was the banner headline in the New York Times, while the Washington Post chose to publish an editorial analyzing the mission's long-term cost trajectory.",35,Microsoft Azure Dragon HD Omni,Microsoft Azure,40,xAI Grok TTS,xAI,b_wins,40,A,"[""40""]",50.38,27.35,"saying ""the first"" instead of 1 sounds weird",,severe_mispronunciation,
166412,2026-05-03 23:35:05.945162+00,2026-05-02 18:29:35.694669+00,1289163,452,en-US,us_me_23,me,Media & entertainment,News — legal/court compare-2,"SCOTUSblog featured the Supreme Court's ruling on the Section 230 platform liability case as its lead story, whereas Law360 highlighted the wave of content moderation policy revisions enacted by major platforms immediately after the decision.",36,Cartesia Sonic-3,Cartesia,40,xAI Grok TTS,xAI,b_wins,40,A,"[""40""]",37.97,32.002,230 and 360,,mild_mispronunciation,
85786,2026-05-02 14:21:22.553695+00,2026-04-30 21:17:29.697834+00,934597,452,en-US,us_me_14,me,Media & entertainment,News — equity quote,Microsoft shares fell 1.4 percent to $412 on Tuesday.,40,xAI Grok TTS,xAI,44,Fish Audio S2 Pro,Fish Audio,b_wins,44,A,"[""44""]",50.59,11.747,,,,
86267,2026-05-01 17:50:15.886655+00,2026-04-30 21:17:30.799736+00,1311883,452,en-US,us_me_19,me,Media & entertainment,News — weather warning,"The National Weather Service warns of heavy to excessive rainfall across the Mid-Atlantic seaboard, with localized urban flooding expected in low-lying coastal neighborhoods.",35,Microsoft Azure Dragon HD Omni,Microsoft Azure,40,xAI Grok TTS,xAI,b_wins,40,B,"[""40""]",54.52,19.5,,,,
82534,2026-05-01 14:14:50.522869+00,2026-04-30 21:17:22.273849+00,1311920,452,en-US,us_cs_35,cs,Customer support & contact center,Court postponement PA,"May I have your attention please. Case number CV-9X77B scheduled in Courtroom CR-2A of the Cook County Circuit Court has been postponed and will now be heard on August 14th due to scheduling instructions from the bench. The revised hearing time will be 11:30 a.m., and all proceedings will follow the updated court calendar. All concerned parties, including counsel and litigants, are requested to take note of this change and make necessary arrangements. For further clarification, please contact the court clerk's office. We regret any inconvenience and thank you for your cooperation.",34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,44,Fish Audio S2 Pro,Fish Audio,tie,,"A,B","[""34"", ""44""]",169.27,75.317,,,,
145313,2026-05-02 15:21:07.727396+00,2026-05-02 15:14:24.246432+00,934597,452,en-US,us_ce_06,ce,Content creation & education,Content creation — wellness blog intro,"So, in today's blog, we're basically explaining how mindful planning helps working professionals, uh, sharpen focus and maintain balance in daily life.",33,OpenAI gpt-4o-mini-tts,OpenAI,44,Fish Audio S2 Pro,Fish Audio,b_wins,44,A,"[""44""]",89.24,20.085,low tone,,,
82345,2026-05-01 17:35:15.534659+00,2026-04-30 21:17:21.832523+00,1310909,452,en-US,us_cs_33,cs,Customer support & contact center,Service-counter pickup PA,Customers holding ticket number APL-RPR-NYC-2991X can collect their repaired devices from the Pickup counter at the Genius Bar.,32,ElevenLabs Eleven v3,ElevenLabs,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,tie,,"A,B","[""32"", ""35""]",31.66,23.56,,,,
84027,2026-05-01 20:18:56.999029+00,2026-04-30 21:17:25.702423+00,932906,452,en-US,us_gc_15,gc,Gen-conv & AI assistants,Gen-conv — character take,"Honestly, I think Walter White from Breaking Bad gets way too much sympathy, you know?",33,OpenAI gpt-4o-mini-tts,OpenAI,40,xAI Grok TTS,xAI,b_wins,40,B,"[""40""]",60.75,11.17,The pacing is a little to slow,,irregular_pacing,
83893,2026-05-01 20:31:38.497513+00,2026-04-30 21:17:25.395751+00,1312307,452,en-US,us_gc_14,gc,Gen-conv & AI assistants,Gen-conv — music play directive,"Hmm, the song from 'Stranger Things' that went viral was, umm.. Kate Bush's 'Running Up That Hill'.",33,OpenAI gpt-4o-mini-tts,OpenAI,44,Fish Audio S2 Pro,Fish Audio,tie,,"A,B","[""44"", ""33""]",99.38,14.24,,,mild_mispronunciation,
85114,2026-05-02 14:57:35.191621+00,2026-04-30 21:17:28.175823+00,1311904,452,en-US,us_me_07,me,Media & entertainment,Audiobook — historical protest march,"On the cold, drizzling morning of March 7th, 1965, after weeks of preparation and a planned march of roughly 54 miles across the rural highways of central Alabama, the young organizer John Lewis—shaken, yes, but resolute—stepped onto the foot of the Edmund Pettus Bridge in Selma and faced the line of troopers, a quiet yet, well, profoundly defiant act that pierced the conscience of a nation and ignited the final push for the Voting Rights Act of 1965.",34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,36,Cartesia Sonic-3,Cartesia,a_wins,34,A,"[""34""]",69.81,62.575,,,,irregular_pacing
166064,2026-05-03 23:48:21.570831+00,2026-05-02 18:29:34.838366+00,1289163,452,en-US,us_me_17,me,Media & entertainment,News — commodities,"Brent crude oil futures rose 1.1 percent to $84.20 per barrel, while WTI crude gained 95 cents to settle at $80.10.",34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,tie,,"A,B","[""35"", ""34""]",339.89,22.52,,,,
87214,2026-05-02 00:18:43.530803+00,2026-04-30 21:17:32.997868+00,894051,452,en-US,us_ce_07,ce,Content creation & education,Content creation — brand-voice promotional,"Discover how the Garmin Venu Smartwatch kind of combines modern design with all-day durability to, umm, deliver comfort and reliability for everyday wear.",34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,44,Fish Audio S2 Pro,Fish Audio,a_wins,34,B,"[""34""]",51.81,20.378,,,,unnatural_robotic_voice
165501,2026-05-04 18:28:54.966642+00,2026-05-02 18:29:33.492892+00,934597,452,en-US,us_me_08,me,Media & entertainment,Audiobook — historical exploration,"It was 10:56 p.m. Eastern on July 20th, 1969, when Neil Armstrong took his first, utterly weightless step onto the dusty surface of the Moon, with Buzz Aldrin watching from the lander above, pausing—just for a second—to gaze back at the pale blue Earth from a staggering distance of 238,900 miles, realizing that humanity had, at last, set foot beyond its home world and etched the moment into the long human story of exploration.",33,OpenAI gpt-4o-mini-tts,OpenAI,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,b_wins,34,B,"[""34""]",78.78,68.54,,,,
86224,2026-05-01 20:56:32.87762+00,2026-04-30 21:17:30.711738+00,1311883,452,en-US,us_me_19,me,Media & entertainment,News — weather warning,"The National Weather Service warns of heavy to excessive rainfall across the Mid-Atlantic seaboard, with localized urban flooding expected in low-lying coastal neighborhoods.",34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,44,Fish Audio S2 Pro,Fish Audio,b_wins,44,B,"[""44""]",30.6,21.972,,,,
81602,2026-05-01 20:17:54.266145+00,2026-04-30 21:17:20.139477+00,932906,452,en-US,us_cs_25,cs,Customer support & contact center,Subscription cancellation retention,"Okay, uh, before I cancel your subscription for HBO Max effective March 31st, 2026, would you like me to, umm, see if I can offer you a special 25 percent discount or maybe recommend an alternative plan like Bundle Lite? This could save you money, and I can walk you through the differences if you want.",36,Cartesia Sonic-3,Cartesia,44,Fish Audio S2 Pro,Fish Audio,b_wins,44,B,"[""44""]",83.21,30.224,Speaker was talking too fast. It made it hard to understand what was being said,,irregular_pacing,
86013,2026-05-02 13:27:50.031061+00,2026-04-30 21:17:30.22939+00,1313071,452,en-US,us_me_17,me,Media & entertainment,News — commodities,"Brent crude oil futures rose 1.1 percent to $84.20 per barrel, while WTI crude gained 95 cents to settle at $80.10.",36,Cartesia Sonic-3,Cartesia,44,Fish Audio S2 Pro,Fish Audio,b_wins,44,A,"[""44""]",62.01,20.712,Sound is like an echo is created in response to voice,,noise_distortion,
87295,2026-05-02 14:43:07.886199+00,2026-04-30 21:17:33.182567+00,1313043,452,en-US,us_ce_08,ce,Content creation & education,Content creation — history podcast/episode intro,"This episode, uh, explores the story of the Civil Rights Movement and shows how it actually reshaped American national identity across generations.",32,ElevenLabs Eleven v3,ElevenLabs,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,tie,,"A,B","[""32"", ""35""]",117.81,18.34,Good voice,Perfect voice,,
88066,2026-05-02 12:49:21.742256+00,2026-04-30 21:17:34.988315+00,1313020,452,en-US,us_ce_16,ce,Content creation & education,Education — humanities geography,"In geography, the Mississippi River originates at Lake Itasca and flows for over 2,300 miles from Minnesota to Louisiana, supporting agriculture and shipping across vast regions.",35,Microsoft Azure Dragon HD Omni,Microsoft Azure,40,xAI Grok TTS,xAI,tie,,"A,B","[""35"", ""40""]",28.82,22.7,,,,
85277,2026-05-02 01:39:37.988568+00,2026-04-30 21:17:28.530959+00,1289174,452,en-US,us_me_08,me,Media & entertainment,Audiobook — historical exploration,"It was 10:56 p.m. Eastern on July 20th, 1969, when Neil Armstrong took his first, utterly weightless step onto the dusty surface of the Moon, with Buzz Aldrin watching from the lander above, pausing—just for a second—to gaze back at the pale blue Earth from a staggering distance of 238,900 miles, realizing that humanity had, at last, set foot beyond its home world and etched the moment into the long human story of exploration.",35,Microsoft Azure Dragon HD Omni,Microsoft Azure,40,xAI Grok TTS,xAI,tie,,"A,B","[""40"", ""35""]",73.34,61.43,,,,
166580,2026-05-03 09:20:46.324453+00,2026-05-02 18:29:36.101344+00,1310769,452,en-US,us_ce_02,ce,Content creation & education,Content creation — podcast intro,"Welcome to our podcast, where, umm... Sarah Friedman sits down with Patrick Collison to talk about how Stripe actually transformed online payments in the U.S.",35,Microsoft Azure Dragon HD Omni,Microsoft Azure,40,xAI Grok TTS,xAI,tie,,"A,B","[""35"", ""40""]",31.59,19.59,,,,
