vote_id,submitted_at,created_at,user_id,job_id,language,sentence_id,category_code,bucket,sub_bucket,sentence_text,model_a_id,model_a_name,model_a_org,model_b_id,model_b_name,model_b_org,outcome,winner_id,rater_select,result_raw,time_taken_sec,audio_duration_total_sec,comment_on_a,comment_on_b,defect_tags_on_a,defect_tags_on_b
169409,2026-05-04 12:32:03.659272+00,2026-05-02 18:34:23.700439+00,1306100,453,ja-JP,jp_gc_02,gc,Gen-conv & AI assistants,AI assistant — smart-home control terse,はい、主寝室のサーモスタットを22度に設定いたします。,36,Cartesia Sonic-3,Cartesia,40,xAI Grok TTS,xAI,b_wins,40,B,"[""40""]",21.82,9.312,,,hallucination_extra_content,
100766,2026-05-04 12:32:18.448763+00,2026-04-30 21:32:44.537373+00,1306100,453,ja-JP,jp_gc_11,gc,Gen-conv & AI assistants,Gen-conv — short imperative reaction,承知しました、お客様のために『Lemon』を再生しております!,36,Cartesia Sonic-3,Cartesia,40,xAI Grok TTS,xAI,tie,,"A,B","[""40"", ""36""]",13.44,7.952,,,,
169482,2026-05-03 05:01:07.335689+00,2026-05-02 18:34:23.871561+00,1306968,453,ja-JP,jp_gc_03,gc,Gen-conv & AI assistants,AI assistant — transit status update,東海道新幹線『ひかり207号』は、現在30分の遅れが発生しており、東京駅への到着は午後9時15分の見込みです。,33,OpenAI gpt-4o-mini-tts,OpenAI,40,xAI Grok TTS,xAI,a_wins,33,B,"[""33""]",27.17,23.05,,Foreign accents.,,unnatural_robotic_voice
103367,2026-05-02 11:35:52.486975+00,2026-04-30 21:32:50.647636+00,1306122,453,ja-JP,jp_ce_03,ce,Content creation & education,Content creation — sports commentary,あの、読売ジャイアンツと阪神タイガースの試合中、岡本和真が、えーと、試合の流れを、まあ、完全に変えてしまうような連続三打席本塁打を、うん、東京ドームの観客をスタンディング・オベーションへと沸き立たせながら、はい、放ってみせました。,32,ElevenLabs Eleven v3,ElevenLabs,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,a_wins,32,B,"[""32""]",41.91,37.68,,,mild_mispronunciation,severe_mispronunciation;unnatural_robotic_voice
104127,2026-05-03 16:38:18.279846+00,2026-04-30 21:32:52.401392+00,1309754,453,ja-JP,jp_ce_13,ce,Content creation & education,Education — STEM physics (constant),原子論によれば、アボガドロ定数は1モルあたり6.022 × 10²³ という値を持ち、任意の物質1モル中の基本粒子の数を定義しまして、原子スケールと巨視的スケールを結びつけるかけ橋となっております。,33,OpenAI gpt-4o-mini-tts,OpenAI,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,tie,,bad,"[""tie/no preference""]",60.35,38.2,,,severe_mispronunciation;missing_word,severe_mispronunciation;missing_word
149148,2026-05-02 21:28:50.735118+00,2026-05-02 15:14:24.576203+00,1308831,453,ja-JP,jp_gc_09,gc,Gen-conv & AI assistants,AI assistant — smart-speaker music play,はい、Spotifyにて「90年代J-POPエッセンシャルズ」を、スマートスピーカーで再生しております。別の懐かしのプレイリストへの切り替えをご希望でしたら、お知らせくださいませ。,32,ElevenLabs Eleven v3,ElevenLabs,40,xAI Grok TTS,xAI,a_wins,32,A,"[""32""]",44.95,24.15,,Kanji read wrong,,severe_mispronunciation
172065,2026-05-03 16:00:32.756127+00,2026-05-02 18:34:30.134584+00,1313714,453,ja-JP,jp_ce_17,ce,Content creation & education,Education — humanities history (event),歴史的事象としての明治維新は1868年に発生し、日本の政治体制を根本的に変革するとともに、後世における近代化と国民国家形成の理念に、計り知れない影響を及ぼしました。,32,ElevenLabs Eleven v3,ElevenLabs,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,a_wins,32,A,"[""32""]",350.32,32.12,0.00時点で「歴史（れきし）」と発音すべきだが、「れ」の部分だけ音声が少し切れている。音声は自然。,0.08時点の「変革（へんかく）」は本来「かく」にアクセントが置かれるが、音声では「へん」にアクセントがあり、正しく言葉を認識できない人が多い可能性がある。,mild_mispronunciation,severe_mispronunciation
104576,2026-05-02 00:25:03.160272+00,2026-04-30 21:32:53.468444+00,1306892,453,ja-JP,jp_ce_20,ce,Content creation & education,Education — humanities psychology (long-form),心理学において、エリク・エリクソンが提唱した心理社会的発達理論は、アイデンティティの形成が、人間の生涯のさまざまな段階を通じて、行動にどのような影響を及ぼすのかを、体系的に説明しております。,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,36,Cartesia Sonic-3,Cartesia,tie,,"A,B","[""35"", ""36""]",41.45,28.921,,,,irregular_pacing
99375,2026-05-02 09:47:27.253669+00,2026-04-30 21:32:41.300215+00,1306968,453,ja-JP,jp_cs_27,cs,Customer support & contact center,Civic land-records notice,杉並区の地番14-2031-Aに関する公示でございます。区測量課による境界測量が明日実施されますので、地権者の皆様は、ご立ち会いをお願い申し上げます。,33,OpenAI gpt-4o-mini-tts,OpenAI,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,a_wins,33,A,"[""33""]",73.62,29.6,"""shikensha"" should be ""chikensha"".","Inaudible for the initial word. It should be ""Suginami ku"".",mild_mispronunciation,unnatural_robotic_voice;severe_mispronunciation
168344,2026-05-02 21:28:52.841921+00,2026-05-02 18:34:21.102816+00,1306865,453,ja-JP,jp_cs_14,cs,Customer support & contact center,Ringback / IVR opt-in,はい、えーと、米津玄師の「Lemon」を着信音サービスで設定するには、あの、'Y'と返信いただくか、コードを2237まで送信していただければと思います。,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,a_wins,34,A,"[""34""]",127.92,26.22,No issues.,"""Y"" is not pronounced correctly. And the pace is not natural.",,mild_mispronunciation;irregular_pacing
99146,2026-05-01 13:27:27.626606+00,2026-04-30 21:32:40.792097+00,1306968,453,ja-JP,jp_cs_24,cs,Customer support & contact center,Multi-step OTP password reset,えーと、ですので、パスワードのリセットには、あの、お客様の電話の下4桁が7104の番号に、はい、送信されたワンタイムコードを5分以内にご入力ください。もし期限が切れた場合は、うん、再送ボタンを押していただくか、別の認証方法を、まあ、ご選択いただく必要があります。,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,40,xAI Grok TTS,xAI,a_wins,34,A,"[""34""]",84.37,43.95,,"""shita"" should be ""shimo"".
7104 is pronunced incorrectly.",,severe_mispronunciation
169809,2026-05-04 03:07:24.730738+00,2026-05-02 18:34:24.677847+00,1306968,453,ja-JP,jp_gc_11,gc,Gen-conv & AI assistants,Gen-conv — short imperative reaction,承知しました、お客様のために『Lemon』を再生しております!,33,OpenAI gpt-4o-mini-tts,OpenAI,36,Cartesia Sonic-3,Cartesia,b_wins,36,A,"[""36""]",27.92,9.262,Unnatural intonation.,Echo,irregular_pacing,noise_distortion
104037,2026-05-03 05:01:47.333008+00,2026-04-30 21:32:52.200021+00,1306122,453,ja-JP,jp_ce_12,ce,Content creation & education,Education — STEM chemistry (reaction),化学において、化学式HClで表される塩酸は、炭酸水素ナトリウムと反応し、化学式NaClの塩化ナトリウムを生成するとともに、二酸化炭素と水を放出いたします。,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,a_wins,34,A,"[""34""]",47.56,29.66,,,,mild_mispronunciation;hallucination_extra_content
171768,2026-05-03 05:02:22.290569+00,2026-05-02 18:34:29.425336+00,1309149,453,ja-JP,jp_ce_10,ce,Content creation & education,Content creation — Gen-Z home goods review,やあみんな!ということで今日はね、えー、この手仕上げのウォルナットの収納ベンチをレビューしていくんだけど、正直ここの木目、マジでstraight-up gorgeousっていうか、もうvibesが完全に勝ってる感じ。,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,40,xAI Grok TTS,xAI,tie,,"A,B","[""34"", ""40""]",38.53,30.63,,,,
169428,2026-05-03 13:49:55.145988+00,2026-05-02 18:34:23.741511+00,1306095,453,ja-JP,jp_gc_02,gc,Gen-conv & AI assistants,AI assistant — smart-home control terse,はい、主寝室のサーモスタットを22度に設定いたします。,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,40,xAI Grok TTS,xAI,a_wins,34,B,"[""34""]",22.54,9.37,,,,mild_mispronunciation
103636,2026-05-02 14:42:30.723425+00,2026-04-30 21:32:51.271622+00,1306015,453,ja-JP,jp_ce_07,ce,Content creation & education,Content creation — brand-voice promotional,Garmin Venu Smartwatchが、まあ、現代的なデザインと一日中の耐久性を、えーと、いかに巧みに両立させ、はい、アクティブなライフスタイルを送る皆様に、安心と快適さを、うん、お届けするのかを、ぜひご体感ください。,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,36,Cartesia Sonic-3,Cartesia,a_wins,34,A,"[""34""]",36.99,33.889,,,,mild_mispronunciation;missing_word
101917,2026-05-01 17:35:09.08208+00,2026-04-30 21:32:47.261699+00,1306310,453,ja-JP,jp_me_06,me,Media & entertainment,Audiobook — mythological/short-form,ヤマトタケルは岩だらけの岸辺の縁に立ち、夕焼けに染まる東国の海の彼方に霞む遠き大和を西方に望みながら、ほんの束の間──まるで時そのものが息を止めたかのように──愛しき妻オトタチバナの面影と、遠き故郷大和への帰路を、心の奥に思い描いた。,33,OpenAI gpt-4o-mini-tts,OpenAI,36,Cartesia Sonic-3,Cartesia,a_wins,33,A,"[""33""]",477.87,47.105,"One mispronunciation for ""西方"", and some tone uneasiness during the speaking.","There are three bad pronunciation for ""縁に,束の間,愛しき"", and overall the tones and accents are horribly bad.",severe_mispronunciation;irregular_pacing,irregular_pacing;unnatural_robotic_voice
167960,2026-05-03 06:33:44.084598+00,2026-05-02 18:34:20.180788+00,1306310,453,ja-JP,jp_cs_06,cs,Customer support & contact center,E-commerce — delivery ETA stall,うーん、えーと、ちょっと確認いたしますね…はい、ドライバーが今ちょうど吉祥寺のサンロード商店街の角を曲がったところでして、あの、お荷物は、まあ、約7分ほどでお手元に届く予定です。,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,36,Cartesia Sonic-3,Cartesia,tie,,"A,B","[""34"", ""36""]",102.06,27.331,Perfect!,Splendid!,,
169091,2026-05-03 09:20:15.714629+00,2026-05-02 18:34:22.91381+00,1306226,453,ja-JP,jp_cs_31,cs,Customer support & contact center,Educational PA,高校3年生特進Bクラスの生徒の皆様は、卒業式の予行演習のため、第3-A体育館にご集合ください。,33,OpenAI gpt-4o-mini-tts,OpenAI,36,Cartesia Sonic-3,Cartesia,a_wins,33,B,"[""33""]",29,18.291,,,unnatural_robotic_voice,hallucination_extra_content
103034,2026-05-01 13:27:59.877017+00,2026-04-30 21:32:49.854905+00,1306865,453,ja-JP,jp_me_21,me,Media & entertainment,News — newspaper coverage compare-4,"東京税関が成田空港にて、おおよそ4億2,000万円相当の未申告高級品を押収したという報道は、毎日新聞では税関手続きの強化策に焦点を当て、産経新聞では密輸組織の国際的な摘発状況を、Bloomberg Japanではブランド業界への影響を、朝日新聞では富裕層消費トレンドへの影響を中心に、それぞれ異なる切り口で取り上げました。",34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,40,xAI Grok TTS,xAI,a_wins,34,B,"[""34""]",123.02,58.21,No issue.,"It doesn't pronounce ""Bloomberg"" correctly.",,irregular_pacing;mild_mispronunciation
167939,2026-05-03 09:20:45.058066+00,2026-05-02 18:34:20.118995+00,1306226,453,ja-JP,jp_cs_05,cs,Customer support & contact center,Card activation confirm,はい、えーと、お客様のカード4147-9938-2210-6655、有効化が完了いたしました。,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,tie,,"A,B","[""34"", ""35""]",28.22,21.68,,,,unnatural_robotic_voice
102097,2026-05-01 10:31:05.882618+00,2026-04-30 21:32:47.662573+00,1306267,453,ja-JP,jp_me_08,me,Media & entertainment,Audiobook — historical exploration,1969年7月20日、東部標準時の午後10時56分ちょうどに、ニール・アームストロングは月面の埃にまみれた表面に、人類として初の、ほとんど無重力に近い一歩を踏み出し、Apollo 11号のミッションを、文字通り歴史的な勝利として刻みつけたのであった。バズ・オルドリンは機内から見守り、約十九分後に降り立った。,33,OpenAI gpt-4o-mini-tts,OpenAI,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,b_wins,34,A,"[""34""]",56.98,53.56,,,unnatural_robotic_voice,
169228,2026-05-04 01:44:05.248448+00,2026-05-02 18:34:23.263097+00,1306310,453,ja-JP,jp_cs_34,cs,Customer support & contact center,Emergency/disaster PA,住民の皆様にお知らせいたします。気象庁が江東区東部に発表した大雨洪水警報を受けまして、市内の給水車両は、ただちに第7地区へ向かっております。,36,Cartesia Sonic-3,Cartesia,40,xAI Grok TTS,xAI,b_wins,40,A,"[""40""]",248.36,23.552,Mispronunciation for 第7地区.,Bad tone for 住民の.,mild_mispronunciation,irregular_pacing
171044,2026-05-04 02:48:33.381084+00,2026-05-02 18:34:27.678082+00,1306267,453,ja-JP,jp_me_17,me,Media & entertainment,News — commodities,ブレント原油先物は1.1パーセント上昇し、1バレル84.20ドルとなった一方、WTI原油は95セント上げて、80.10ドルで取引を終えました。,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,a_wins,34,A,"[""34""]",32.12,28.21,,,,unnatural_robotic_voice
104583,2026-05-01 13:28:30.039932+00,2026-04-30 21:32:53.483996+00,1306897,453,ja-JP,jp_ce_20,ce,Content creation & education,Education — humanities psychology (long-form),心理学において、エリク・エリクソンが提唱した心理社会的発達理論は、アイデンティティの形成が、人間の生涯のさまざまな段階を通じて、行動にどのような影響を及ぼすのかを、体系的に説明しております。,36,Cartesia Sonic-3,Cartesia,40,xAI Grok TTS,xAI,a_wins,36,A,"[""36""]",132.95,29.691,,"The pronounciation of ""心理学”　is unnatural.",,mild_mispronunciation
170035,2026-05-03 06:30:47.903146+00,2026-05-02 18:34:25.23755+00,1306892,453,ja-JP,jp_gc_16,gc,Gen-conv & AI assistants,Gen-conv — app onboarding monologue,では、あの、お好きなジャンル、まあSFかロマコメあたりを選んでみてください。お選びいただきましたら、視聴履歴から数百のストリーミングカタログのなかで、ぴったりのコンテンツを、アプリがおすすめいたします。,33,OpenAI gpt-4o-mini-tts,OpenAI,36,Cartesia Sonic-3,Cartesia,tie,,"A,B","[""33"", ""36""]",44.63,25.949,,,,
101761,2026-05-03 05:03:02.957872+00,2026-04-30 21:32:46.884467+00,1306122,453,ja-JP,jp_me_04,me,Media & entertainment,Audiobook — historical aviation,1927年──大西洋横断飛行がまだ夢物語であった時代に、不屈の航空郵便パイロット、チャールズ・リンドバーグはニューヨーク郊外ロングアイランドのルーズベルト飛行場でSpirit of St. Louis号のコックピットに乗り込み、33時間半におよぶ単独無着陸の冒険へと、夜明け前の冷気のなかへ飛び立っていった。,32,ElevenLabs Eleven v3,ElevenLabs,36,Cartesia Sonic-3,Cartesia,a_wins,32,B,"[""32""]",74.16,44.129,,,,noise_distortion;hallucination_extra_content;severe_mispronunciation;irregular_pacing
101630,2026-05-02 14:43:02.952642+00,2026-04-30 21:32:46.58046+00,1312398,453,ja-JP,jp_me_02,me,Media & entertainment,Audiobook — mystery/detective,刑事の橋本由美子は、隅田川の岸辺の泥のなかに残された足跡のかたわらにかがみ込み、被害者の上着から引きちぎられたと思われるウールの切れ端に懐中電灯の光を当てながら、何かが酷く食い違っていることに、はじめて気づいたのだった。,36,Cartesia Sonic-3,Cartesia,40,xAI Grok TTS,xAI,tie,,"A,B","[""40"", ""36""]",40.26,36.711,,,,unnatural_robotic_voice
100775,2026-05-02 15:21:14.055961+00,2026-04-30 21:32:44.556456+00,1312398,453,ja-JP,jp_gc_11,gc,Gen-conv & AI assistants,Gen-conv — short imperative reaction,承知しました、お客様のために『Lemon』を再生しております!,32,ElevenLabs Eleven v3,ElevenLabs,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,tie,,"A,B","[""35"", ""32""]",14.02,8.9,,,,unnatural_robotic_voice;irregular_pacing
148930,2026-05-03 06:31:09.997999+00,2026-05-02 15:14:24.55771+00,1306892,453,ja-JP,jp_gc_04,gc,Gen-conv & AI assistants,AI assistant — scheduling confirmation,クィーヴァさんとProject Atlasの件で明日午前11時30分にミーティングを予定いたしました。,32,ElevenLabs Eleven v3,ElevenLabs,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,tie,,"A,B","[""32"", ""35""]",20.87,14.44,,,mild_mispronunciation,
169899,2026-05-04 00:56:55.737928+00,2026-05-02 18:34:24.902044+00,1308831,453,ja-JP,jp_gc_13,gc,Gen-conv & AI assistants,Gen-conv — meeting-up coordination,うん、えーと、表参道のBlue Bottle Coffeeを午後5時で予約しました、それで大丈夫ですよね?,33,OpenAI gpt-4o-mini-tts,OpenAI,36,Cartesia Sonic-3,Cartesia,tie,,"A,B","[""36"", ""33""]",16.11,13.351,,Blue Bottle Coffee,,mild_mispronunciation
168847,2026-05-03 05:03:46.037024+00,2026-05-02 18:34:22.320267+00,1306122,453,ja-JP,jp_cs_25,cs,Customer support & contact center,Subscription cancellation retention,はい、えーと、3月31日付でNetflixのサブスクリプションをキャンセルする前に、あの、ちょっと特別な25%割引のご案内、もしくはBundle Liteのような代替プランのご提案を、うん、ご確認させていただいてもよろしいでしょうか。,33,OpenAI gpt-4o-mini-tts,OpenAI,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,a_wins,33,B,"[""33""]",41.32,35.9,,,mild_mispronunciation,unnatural_robotic_voice;severe_mispronunciation
168303,2026-05-04 00:30:19.989104+00,2026-05-02 18:34:21.000338+00,1309149,453,ja-JP,jp_cs_13,cs,Customer support & contact center,Telecom recharge upsell,あの、本日中にRakuten Mobile 15ギガプランへアップグレードしていただけますと、えーと、5ギガのボーナスデータが、はい、月末まで有効でついてきます。,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,40,xAI Grok TTS,xAI,a_wins,34,B,"[""34""]",80.11,21.57,,"15ギガは、じゅーごぎが、ずーごぎが、と読んでいる。
特に前半、口調が韓国人っぽい。",,unnatural_robotic_voice;severe_mispronunciation
100117,2026-05-02 12:49:28.646078+00,2026-04-30 21:32:43.020495+00,1308941,453,ja-JP,jp_gc_02,gc,Gen-conv & AI assistants,AI assistant — smart-home control terse,はい、主寝室のサーモスタットを22度に設定いたします。,33,OpenAI gpt-4o-mini-tts,OpenAI,36,Cartesia Sonic-3,Cartesia,a_wins,33,A,"[""33""]",45.62,10.562,No noticeable issues.,The audio adds word　摂氏,,hallucination_extra_content
99429,2026-05-02 11:35:09.42574+00,2026-04-30 21:32:41.427486+00,1306122,453,ja-JP,jp_cs_28,cs,Customer support & contact center,Government program PA,板橋区の生活保護受給者の皆様にお知らせいたします。区民サービスセンターにて、バッチ番号CY-2026-A9の差し替えカードの受け取りが可能となっております。,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,a_wins,34,A,"[""34""]",42.36,32.98,,,,severe_mispronunciation;irregular_pacing
148526,2026-05-02 15:17:24.207233+00,2026-05-02 15:14:24.523344+00,1312398,453,ja-JP,jp_gc_21,gc,Gen-conv & AI assistants,AI assistant — smart-home recipe/cooking (new — 11th ai_conv),はい、12分のタイマーを開始しまして、オーブンを220度に予熱しております。,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,40,xAI Grok TTS,xAI,tie,,"A,B","[""35"", ""40""]",19.15,11.75,,,,
99537,2026-05-01 10:33:28.155522+00,2026-04-30 21:32:41.688416+00,1306267,453,ja-JP,jp_cs_30,cs,Customer support & contact center,Regulatory compliance PA,NTTドコモの口座番号DOCO-44X2をお持ちの加入者様におかれましては、サービス停止を回避するため、6月30日までに本人確認の再認証を完了してくださいますようお願い申し上げます。,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,36,Cartesia Sonic-3,Cartesia,tie,,bad,"[""tie/no preference""]",59.09,32.886,,,mild_mispronunciation;missing_word,missing_word;irregular_pacing
100846,2026-05-01 10:33:42.625268+00,2026-04-30 21:32:44.72431+00,1306267,453,ja-JP,jp_gc_12,gc,Gen-conv & AI assistants,Gen-conv — short film reaction,「ゴジラ-1.0」、もう本当に素晴らしいですよね。,32,ElevenLabs Eleven v3,ElevenLabs,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,tie,,bad,"[""tie/no preference""]",13.1,8.44,,,missing_word,mild_mispronunciation
98394,2026-05-02 00:19:12.424379+00,2026-04-30 21:32:39.044605+00,1306267,453,ja-JP,jp_cs_14,cs,Customer support & contact center,Ringback / IVR opt-in,はい、えーと、米津玄師の「Lemon」を着信音サービスで設定するには、あの、'Y'と返信いただくか、コードを2237まで送信していただければと思います。,32,ElevenLabs Eleven v3,ElevenLabs,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,tie,,"A,B","[""34"", ""32""]",30.64,28.56,,,,
103533,2026-05-02 14:43:53.226399+00,2026-04-30 21:32:51.026543+00,1306015,453,ja-JP,jp_ce_05,ce,Content creation & education,Content creation — film/show review with rating,今回のレビューでは、えーと、10点満点中8.4点を獲得した映画『Past Lives 過去の人生』が、あの、静謐な映像言語と抑制された音楽によって、まあ、記憶と失われた可能性についての深い思索を、はい、どのように観客の心に刻み込むのかを、うん、丁寧に分析していきます。,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,a_wins,34,A,"[""34""]",47.87,48.94,,,,unnatural_robotic_voice;severe_mispronunciation
100540,2026-05-01 10:36:03.25537+00,2026-04-30 21:32:44.007956+00,1306267,453,ja-JP,jp_gc_08,gc,Gen-conv & AI assistants,AI assistant — financial transfer confirmation,"三菱UFJ普通預金口座から、佐枝里・ブレナンさん宛てに30,000円の送金が、ことら送金で完了いたしました。確認コードはZL-7K9M-4492、取引は午後3時45分に完了しております。",34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,36,Cartesia Sonic-3,Cartesia,tie,,bad,"[""tie/no preference""]",40.31,34.693,,,mild_mispronunciation,unnatural_robotic_voice;irregular_pacing
168209,2026-05-04 00:56:56.662367+00,2026-05-02 18:34:20.777371+00,1307817,453,ja-JP,jp_cs_11,cs,Customer support & contact center,Telecom — prepaid plan expiring,"えーと、ちょっとお知らせなんですが、3,000円のプリペイドプランが、あの、本日深夜0時に期限切れとなります。",34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,a_wins,34,B,"[""34""]",46.89,16.5,,"読み間違え
深夜　しんや",,severe_mispronunciation
