vote_id,submitted_at,created_at,user_id,job_id,language,sentence_id,category_code,bucket,sub_bucket,sentence_text,model_a_id,model_a_name,model_a_org,model_b_id,model_b_name,model_b_org,outcome,winner_id,rater_select,result_raw,time_taken_sec,audio_duration_total_sec,comment_on_a,comment_on_b,defect_tags_on_a,defect_tags_on_b
130172,2026-05-02 09:48:09.201917+00,2026-05-01 21:37:09.952597+00,1312752,460,vi-VN,vi_cs_26,cs,Customer support & contact center,Hospital PA,"Bệnh nhân Nguyễn Thị Mai Phương, vui lòng đến tháp B, phòng số 314, để thực hiện chụp cộng hưởng từ tim mạch; kính mời quý bệnh nhân mang theo phiếu giới thiệu của bác sĩ chăm sóc ban đầu từ Bệnh viện Vinmec Times City ạ.",34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,tie,,"A,B","[""34"", ""35""]",33.57,26.88,,,,
132008,2026-05-02 00:25:13.665894+00,2026-05-01 21:37:15.501842+00,1303674,460,vi-VN,vi_gc_19,gc,Gen-conv & AI assistants,Gen-conv — celebrity-spotting story,"Kiểu, okay, mình phải kể bạn nghe chuyện hôm qua chị Mai Anh gửi mình — chị ấy đang đứng đợi em gái mua sắm xong ở trước trung tâm Vincom Đồng Khởi, và bỗng dưng anh Sơn Tùng đi từ trong cửa hàng ra, cầm cái túi Louis Vuitton kiểu casually swing nhẹ, có hai bodyguard đi sau lưng anh ấy vài bước, và kiểu cả vỉa hè đó đông đúc tự dưng freeze luôn, như thể mọi người đang đi giữa chừng cũng khựng lại rồi làm bộ không nhìn chằm chằm vậy.",33,OpenAI gpt-4o-mini-tts,OpenAI,34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,tie,,"A,B","[""34"", ""33""]",58.44,56.42,,,,
128702,2026-05-02 09:48:09.637696+00,2026-05-01 21:37:05.432483+00,1297426,460,vi-VN,vi_cs_03,cs,Customer support & contact center,Net-banking unlock,"Dạ, ừm, để mở khóa user ID internet banking @nguyen_minh của anh, anh cần đến chi nhánh Vietcombank gần nhất ở quận Hoàn Kiếm và mang theo hai loại giấy tờ tùy thân ạ.",33,OpenAI gpt-4o-mini-tts,OpenAI,36,Cartesia Sonic-3,Cartesia,b_wins,36,A,"[""36""]",113.04,26.217,,,unnatural_robotic_voice,
131619,2026-05-02 07:58:08.753571+00,2026-05-01 21:37:14.324412+00,1290877,460,vi-VN,vi_gc_13,gc,Gen-conv & AI assistants,Gen-conv — meeting-up coordination,"Ờ này, ừm.. mình đã đặt bàn ở The Coffee House đường Pasteur lúc 5 giờ chiều rồi nhé, được không nè?",32,ElevenLabs Eleven v3,ElevenLabs,40,xAI Grok TTS,xAI,a_wins,32,A,"[""32""]",74.39,12.39,,There's mixing up the voice,,severe_mispronunciation;hallucination_extra_content;unnatural_robotic_voice;missing_word;noise_distortion;irregular_pacing
115304,2026-05-01 13:28:47.071506+00,2026-04-30 21:46:04.953776+00,1303674,460,vi-VN,vi_me_05,me,Media & entertainment,Audiobook — historical political,"Tia lửa thực sự đầu tiên của Cách Mạng Tháng Tám đã được nhóm lên vào sáng ngày 19 tháng 8 năm 1945 tại Nhà Hát Lớn Hà Nội, khi ông Trường Chinh dẫn đầu một đoàn người gồm sinh viên, công nhân và các viên chức nhà nước xếp hàng dưới làn mưa, rồi tiến về Bắc Bộ Phủ để đòi độc lập cho dân tộc. Đến chiều tối, những phát súng đã vang lên, và sự im lặng đã trở thành khúc dạo đầu cho cái mà sau này được gọi là sự khởi đầu của cuộc đấu tranh giành độc lập hiện đại.",33,OpenAI gpt-4o-mini-tts,OpenAI,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,tie,,"A,B","[""33"", ""35""]",184.34,63.0,,,,
117381,2026-05-01 13:29:13.862527+00,2026-04-30 21:46:09.819742+00,1311721,460,vi-VN,vi_ce_19,ce,Content creation & education,Education — humanities civics (long-form),"Trong môn giáo dục công dân, Điều 14 của Hiến Pháp trao cho chính quyền trung ương quyền lực để thực thi các chính sách bảo vệ bình đẳng. Các chính sách này được thiết kế nhằm giảm bớt các chênh lệch dân tộc và kinh tế đã ăn sâu trong xã hội và để thúc đẩy bình đẳng xã hội. Các nhà kinh tế học phân tích những biện pháp này để hiểu rõ tác động của chúng đối với phân phối thu nhập và sự ổn định kinh tế nói chung. Các nhà nghiên cứu cũng nghiên cứu cách mà những chính sách này ảnh hưởng đến cơ hội việc làm và khả năng tiếp cận các dịch vụ công cơ bản. Theo thời gian, những điều khoản hiến pháp này đóng vai trò quan trọng trong việc định hình chiến lược quyền dân sự quốc gia và củng cố các hệ thống phúc lợi công cộng.",40,xAI Grok TTS,xAI,41,MiniMax Speech 2.8 HD,MiniMax,tie,,"A,B","[""40"", ""41""]",71.81,65.514,,,,
132861,2026-05-02 09:48:32.296706+00,2026-05-01 21:37:18.208653+00,1297871,460,vi-VN,vi_me_12,me,Media & entertainment,Audiobook — historical court humor,"Phòng nghị sự lặng đi khi vua Lê Hiển Tông đi qua đi lại, vuốt râu với vẻ trầm tư sâu sắc. Ngài quay sang các quan thần và hỏi: 'Ai trong các khanh có thể đem cho ta một thùng sữa từ con bò đực?' Các quan thần lúng túng, thì thầm với nhau, cho đến khi, ừm, Trạng Quỳnh bước lên với nụ cười tinh quái. 'Tâu Bệ hạ,' ngài cúi đầu và nói, 'thần sẽ đem đến ngay khoảnh khắc Bệ hạ hứa lấp đầy sông Hồng bằng nước hoa hồng trước.'",33,OpenAI gpt-4o-mini-tts,OpenAI,36,Cartesia Sonic-3,Cartesia,a_wins,33,B,"[""33""]",61.19,56.134,,ngắt nghỉ quá thường xuyên,irregular_pacing,irregular_pacing
114707,2026-05-01 13:29:14.456124+00,2026-04-30 21:46:03.538817+00,1301028,460,vi-VN,vi_gc_16,gc,Gen-conv & AI assistants,Gen-conv — app onboarding monologue,"Vậy là, bạn chỉ cần chọn thể loại yêu thích của mình, có thể là Khoa Học Viễn Tưởng hoặc Lãng Mạn Hài Hước, để bắt đầu nhé. Sau khi bạn chọn xong sở thích, app sẽ gợi ý nội dung từ các bộ phim và series và sẽ tạo ra một danh sách được cá nhân hóa dựa trên tâm trạng cuối tuần của bạn. Bạn có thể cập nhật các lựa chọn này sau ở phần cài đặt hồ sơ bất kỳ lúc nào nếu khẩu vị của bạn thay đổi.",33,OpenAI gpt-4o-mini-tts,OpenAI,36,Cartesia Sonic-3,Cartesia,b_wins,36,B,"[""36""]",62.43,51.481,,,mild_mispronunciation;unnatural_robotic_voice,mild_mispronunciation
132288,2026-05-02 11:34:58.720779+00,2026-05-01 21:37:16.412569+00,1311337,460,vi-VN,vi_me_03,me,Media & entertainment,Audiobook — sci-fi fiction,"Khi con tàu Halcyon-7 hạ dần qua bầu khí quyển nhuốm tím của Kepler-186f, Chỉ Huy Phạm Bảo Châu nhìn đăm đăm vào hình ảnh phản chiếu của mình, nhớ lại lời cảnh báo của cha cô từ mười lăm năm trước: ""Khi các vì sao bắt đầu phục vụ con, đó là lúc chúng đã ghi nhớ tên con."" Và ở đây, lượn trên những cánh đồng thủy tinh lóng lánh, mỗi thập kỷ trong cuộc đời cô đều rực lên như những đóa hoa rải rác trong gió.",35,Microsoft Azure Dragon HD Omni,Microsoft Azure,36,Cartesia Sonic-3,Cartesia,b_wins,36,B,"[""36""]",161.81,53.47,too many different accents,extra pronunciation for the '-',unnatural_robotic_voice,mild_mispronunciation
134279,2026-05-02 11:36:11.768643+00,2026-05-01 21:37:22.453441+00,1306659,460,vi-VN,vi_ce_11,ce,Content creation & education,Education — STEM physics (law),"Theo Định Luật Newton thứ hai, phương trình F bằng m nhân với a giải thích cách mà khối lượng và gia tốc xác định chuyển động của một vật thể trong cơ học cổ điển.",34,Google DeepMind Gemini 3.1 Flash TTS,Google DeepMind,40,xAI Grok TTS,xAI,tie,,"A,B","[""34"", ""40""]",28.98,18.37,,,,
133937,2026-05-02 09:48:34.95462+00,2026-05-01 21:37:21.432461+00,1306581,460,vi-VN,vi_ce_06,ce,Content creation & education,Content creation — wellness blog intro,"Vâng, trong bài blog hôm nay, chúng mình đang giải thích cách lập kế hoạch tỉnh thức giúp những người đi làm, ờ, mài giũa khả năng tập trung và duy trì sự cân bằng trong cuộc sống hằng ngày.",36,Cartesia Sonic-3,Cartesia,40,xAI Grok TTS,xAI,b_wins,40,A,"[""40""]",176.7,18.205,"This audio sounds robotic, with low volume, and a monotonous rhythm.",The reading and rhythm are very natural and match the text perfectly.,,
133871,2026-05-02 05:06:15.67463+00,2026-05-01 21:37:21.238842+00,1291114,460,vi-VN,vi_ce_05,ce,Content creation & education,Content creation — film/show review with rating,"Trong bài đánh giá này, chúng mình, ờ, phân tích cách mà bộ phim ""Mắt Biếc"", với điểm số 8,4 trên 10, xây dựng chiều sâu cảm xúc thông qua ngôn ngữ hình ảnh tĩnh lặng và âm nhạc tiết chế, đồng thời, ừm, khám phá các chủ đề về ký ức và những khả năng đã bị bỏ lỡ.",33,OpenAI gpt-4o-mini-tts,OpenAI,36,Cartesia Sonic-3,Cartesia,tie,,"A,B","[""33"", ""36""]",20.38,32.814,,,,
128872,2026-05-02 11:36:14.642278+00,2026-05-01 21:37:05.969888+00,1305204,460,vi-VN,vi_cs_05,cs,Customer support & contact center,Card activation confirm,"Dạ, ờ, vâng, thẻ của anh số 4147-9938-2210-6655 đã được kích hoạt thành công rồi ạ.",33,OpenAI gpt-4o-mini-tts,OpenAI,41,MiniMax Speech 2.8 HD,MiniMax,b_wins,41,B,"[""41""]",72.8,21.618,"[Severe Mispronunciation] phát âm sai ""9938"" thành ""7938""",,severe_mispronunciation,
116949,2026-05-01 13:58:51.948211+00,2026-04-30 21:46:08.827689+00,1303698,460,vi-VN,vi_ce_12,ce,Content creation & education,Education — STEM chemistry (reaction),"Trong môn hóa học, hợp chất axit clohydric với công thức HCl phản ứng với natri bicarbonate để tạo ra natri clorua với công thức NaCl, đồng thời giải phóng khí carbon dioxide và nước thông qua một phản ứng được kiểm soát.",36,Cartesia Sonic-3,Cartesia,40,xAI Grok TTS,xAI,b_wins,40,B,"[""40""]",22.43,28.909,,,unnatural_robotic_voice;mild_mispronunciation,mild_mispronunciation
131411,2026-05-02 00:20:12.400929+00,2026-05-01 21:37:13.716775+00,1303674,460,vi-VN,vi_gc_10,gc,Gen-conv & AI assistants,AI assistant — reservation status detailed,"Về đặt chỗ XCQ-7714 trên tuyến tàu Bắc-Nam SE3, trạng thái hiện tại là Danh sách chờ ở vị trí số 5. Sơ đồ cuối cùng vẫn chưa được lập, và em sẽ báo cho anh ngay khi có xác nhận ghế ạ.",33,OpenAI gpt-4o-mini-tts,OpenAI,36,Cartesia Sonic-3,Cartesia,b_wins,36,A,"[""36""]",74.8,29.985,"XCQ: should say ""ích-cê-quy""",,severe_mispronunciation,
132102,2026-05-02 09:35:36.448232+00,2026-05-01 21:37:15.803482+00,1312752,460,vi-VN,vi_gc_21,gc,Gen-conv & AI assistants,AI assistant — smart-home recipe/cooking (new — 11th ai_conv),"Vâng, đang khởi động timer 12 phút và làm nóng lò ở mức 220 độ C ạ.",36,Cartesia Sonic-3,Cartesia,41,MiniMax Speech 2.8 HD,MiniMax,b_wins,41,B,"[""41""]",15.8,9.879,,,mild_mispronunciation,
131231,2026-05-02 00:20:22.086112+00,2026-05-01 21:37:13.157809+00,1297426,460,vi-VN,vi_gc_07,gc,Gen-conv & AI assistants,AI assistant — flight reschedule,Chuyến bay Vietjet VJ-2284 đi Đà Nẵng đã được đổi lịch. Giờ khởi hành mới là 14 giờ 40 từ nhà ga T2 ạ.,32,ElevenLabs Eleven v3,ElevenLabs,35,Microsoft Azure Dragon HD Omni,Microsoft Azure,tie,,"A,B","[""35"", ""32""]",70.44,16.74,,,,
129224,2026-05-02 09:48:57.354571+00,2026-05-01 21:37:07.09215+00,1297426,460,vi-VN,vi_cs_11,cs,Customer support & contact center,Telecom recharge upsell,"Dạ, ừm, nếu hôm nay anh nâng cấp lên gói Viettel 15 GB thì anh sẽ được tặng thêm, ờ, 5 GB bonus có giá trị đến cuối chu kỳ cước của anh ạ.",32,ElevenLabs Eleven v3,ElevenLabs,40,xAI Grok TTS,xAI,tie,,"A,B","[""40"", ""32""]",46.35,19.65,,,,
133853,2026-05-02 00:25:42.1759+00,2026-05-01 21:37:21.177667+00,1306605,460,vi-VN,vi_ce_04,ce,Content creation & education,Content creation — documentary intro,"Bộ phim tài liệu này, ừm, theo dõi hành trình của tàu vũ trụ Voyager 1 và giải thích cách nó đã định hình lại hiểu biết của chúng ta về khoa học các hành tinh xa xôi.",40,xAI Grok TTS,xAI,41,MiniMax Speech 2.8 HD,MiniMax,tie,,"A,B","[""41"", ""40""]",23.57,17.826,,,,
133029,2026-05-02 09:49:11.413496+00,2026-05-01 21:37:18.699954+00,1297871,460,vi-VN,vi_me_14,me,Media & entertainment,News — equity quote,"Cổ phiếu Vinamilk giảm 1,4 phần trăm xuống còn 78.400 đồng vào phiên giao dịch hôm thứ Ba.",33,OpenAI gpt-4o-mini-tts,OpenAI,41,MiniMax Speech 2.8 HD,MiniMax,a_wins,33,A,"[""33""]",38.16,15.444,,"1,4 thiếu phấy, 400 đồng bị đọc thành 40 đồng",,severe_mispronunciation;missing_word
